year,round,pick,player,position,school,last name,first name
2012,2,45,Justin Hamilton,C,LSU,Hamilton,Justin
2012,2,46,Darius Miller,SF,Kentucky,Miller,Darius
2012,2,47,Kevin Murphy,SG,Tennessee Tech,Murphy,Kevin
2012,2,48,Kostas Papanikolaou,SF,Olympiacos,Papanikolaou,Kostas
2012,2,49,Kyle O'Quinn,PF,Norfolk St.,O'Quinn,Kyle
2012,2,50,Izzet Turkyilmaz,PF,Banvit,Turkyilmaz,Izzet
2012,2,51,Kris Joseph,SF,Syracuse,Joseph,Kris
2012,2,52,Ognjen KuzmiÄ‡,C,Clinicas RincÃ³n,KuzmiÄ‡,Ognjen
2012,2,53,Furkan Aldemir,PF,Galatasaray,Aldemir,Furkan
2012,2,54,Tornike Shengelia,SF,Spirou Charleroi,Shengelia,Tornike
2012,2,55,Darius Johnson-Odom,SG,Marquette,Johnson-Odom,Darius
2012,2,56,Tomislav ZubÄiÄ‡,PF,Cibona Zagreb,ZubÄiÄ‡,Tomislav
2012,2,57,Ä°lkan Karaman,PF,PÄ±nar KarÅŸÄ±yaka,Karaman,Ä°lkan
2012,2,58,Robbie Hummel,SF,Purdue,Hummel,Robbie
2012,2,59,Marcus Denmon,PG,Missouri,Denmon,Marcus
2012,2,60,Robert Sacre,C,Gonzaga,Sacre,Robert
2013,1,1,Anthony Bennett,PF/SF,UNLV,Bennett,Anthony
2013,1,2,Victor Oladipo,SG/PG,Indiana,Oladipo,Victor
2013,1,3,Otto Porter,SF,Georgetown,Porter,Otto
2013,1,4,Cody Zeller,C/PF,Indiana,Zeller,Cody
2013,1,5,Alex Len,C,Maryland,Len,Alex
2013,1,6,Nerlens Noel,C,Kentucky,Noel,Nerlens
2013,1,7,Ben McLemore,SG,Kansas,McLemore,Ben
2013,1,8,Kentavious Caldwell-Pope,SG,Georgia,Caldwell-Pope,Kentavious
2013,1,9,Trey Burke,PG,Michigan,Burke,Trey
2013,1,10,C. J. McCollum,SG,Lehigh,McCollum,C. J.
2013,1,11,Michael Carter-Williams,PG,Syracuse,Carter-Williams,Michael
2013,1,12,Steven Adams,C,Pittsburgh,Adams,Steven
2013,1,13,Kelly Olynyk,C,Gonzaga,Olynyk,Kelly
2013,1,14,Shabazz Muhammad,SG/SF,UCLA,Muhammad,Shabazz
2013,1,15,Giannis Antetokounmpo,SF/PF,Filathlitikos,Antetokounmpo,Giannis
2013,1,16,Lucas Nogueira,C,Estudiantes,Nogueira,Lucas
2013,1,17,Dennis SchrÃ¶der,PG,Phantoms Braunschweig,SchrÃ¶der,Dennis
2013,1,18,Shane Larkin,PG,Miami (FL),Larkin,Shane
2013,1,19,Sergey Karasev,SG/SF,Triumph Lyubertsy,Karasev,Sergey
2013,1,20,Tony Snell,SF,New Mexico,Snell,Tony
2013,1,21,Gorgui Dieng,C,Louisville,Dieng,Gorgui
2013,1,22,Mason Plumlee,C,Duke,Plumlee,Mason
2013,1,23,Solomon Hill,SF,Arizona,Hill,Solomon
2013,1,24,Tim Hardaway Jr.,SG,Michigan,Hardaway Jr.,Tim
2013,1,25,Reggie Bullock,SF,North Carolina,Bullock,Reggie
2013,1,26,AndrÃ© Roberson,SG/SF,Colorado,Roberson,AndrÃ©
2013,1,27,Rudy Gobert,C,Cholet Basket,Gobert,Rudy
2013,1,28,Livio Jean-Charles,SF,ASVEL Basket,Jean-Charles,Livio
2013,1,29,Archie Goodwin,SG,Kentucky,Goodwin,Archie
2013,1,30,Nemanja NedoviÄ‡,PG,Lietuvos Rytas,NedoviÄ‡,Nemanja
2013,2,31,Allen Crabbe,SG,California,Crabbe,Allen
2013,2,32,Ãlex Abrines,SG/SF,FC Barcelona,Abrines,Ãlex
2013,2,33,Carrick Felix,SG,Arizona State,Felix,Carrick
2013,2,34,Isaiah Canaan,PG,Murray State,Canaan,Isaiah
2013,2,35,Glen Rice Jr.,SG,Rio Grande Valley Vipers,Rice Jr.,Glen
2013,2,36,Ray McCallum Jr.,PG,Detroit,McCallum Jr.,Ray
2013,2,37,Tony Mitchell,PF,North Texas,Mitchell,Tony
2013,2,38,Nate Wolters,PG,South Dakota State,Wolters,Nate
2013,2,39,Jeff Withey,C,Kansas,Withey,Jeff
2013,2,40,Grant Jerrett,PF,Arizona,Jerrett,Grant
2013,2,41,Jamaal Franklin,SG,San Diego State,Franklin,Jamaal
2013,2,42,Pierre Jackson,PG,Baylor,Jackson,Pierre
2013,2,43,Ricky Ledo,SG,Providence,Ledo,Ricky
2013,2,44,Mike Muscala,C,Bucknell,Muscala,Mike
2013,2,45,Marko TodoroviÄ‡,PF/C,FC Barcelona,TodoroviÄ‡,Marko
2013,2,46,Erick Green,PG,Virginia Tech,Green,Erick
2013,2,47,Raul Neto,PG,Gipuzkoa Basket,Neto,Raul
2013,2,48,Ryan Kelly,PF,Duke,Kelly,Ryan
2013,2,49,Erik Murphy,PF,Florida,Murphy,Erik
2013,2,50,James Ennis,SF,Long Beach State,Ennis,James
2013,2,51,Romero Osby,PF,Oklahoma,Osby,Romero
2013,2,52,Lorenzo Brown,PG,NC State,Brown,Lorenzo
2013,2,53,Colton Iverson,C,Colorado State,Iverson,Colton
2013,2,54,Arsalan Kazemi,PF,Oregon,Kazemi,Arsalan
2013,2,55,Joffrey Lauvergne,C,Partizan Belgrade,Lauvergne,Joffrey
2013,2,56,Peyton Siva,PG,Louisville,Siva,Peyton
2013,2,57,Alex Oriakhi,C,Missouri,Oriakhi,Alex
2013,2,58,Deshaun Thomas,SF,Ohio State,Thomas,Deshaun
2013,2,59,Bojan DubljeviÄ‡,PF,Valencia Basket,DubljeviÄ‡,Bojan
2013,2,60,JÄnis Timma,SF,BK Ventspils,Timma,JÄnis
2014,1,1,Andrew Wiggins,SF/SG,Kansas,Wiggins,Andrew
2014,1,2,Jabari Parker,SF/PF,Duke,Parker,Jabari
2014,1,3,Joel Embiid,C,Kansas,Embiid,Joel
2014,1,4,Aaron Gordon,PF,Arizona,Gordon,Aaron
2014,1,5,Dante Exum,PG/SG,Australian Institute of Sport,Exum,Dante
2014,1,6,Marcus Smart,PG,Oklahoma State,Smart,Marcus
2014,1,7,Julius Randle,PF,Kentucky,Randle,Julius
2014,1,8,Nik Stauskas,SG,Michigan,Stauskas,Nik
2014,1,9,Noah Vonleh,PF,Indiana,Vonleh,Noah
2014,1,10,Elfrid Payton,PG,Louisiana Lafayette,Payton,Elfrid
2014,1,11,Doug McDermott,SF,Creighton,McDermott,Doug
2014,1,12,Dario Saric,SF/PF,Cibona Zagreb,Saric,Dario
2014,1,13,Zach LaVine,SG,UCLA,LaVine,Zach
2014,1,14,T. J. Warren,SF,North Carolina State,Warren,T. J.
2014,1,15,Adreian Payne,PF,Michigan State,Payne,Adreian
2014,1,16,Jusuf NurkiÄ‡,C,Cedevita Zagreb,NurkiÄ‡,Jusuf
2014,1,17,James Young,SG/SF,Kentucky,Young,James
2014,1,18,Tyler Ennis,PG,Syracuse,Ennis,Tyler
2014,1,19,Gary Harris,SG,Michigan State,Harris,Gary
2014,1,20,Bruno Caboclo,SF,EC Pinheiros,Caboclo,Bruno
2014,1,21,Mitch McGary,PF,Michigan,McGary,Mitch
2014,1,22,Jordan Adams,SG,UCLA,Adams,Jordan
2014,1,23,Rodney Hood,SG,Duke,Hood,Rodney
2014,1,24,Shabazz Napier,PG,Connecticut,Napier,Shabazz
2014,1,25,Clint Capela,C,Ã‰lan Chalon,Capela,Clint
2014,1,26,P. J. Hairston,SG,Texas Legends,Hairston,P. J.
2014,1,27,Bogdan BogdanoviÄ‡,SG,Partizan Belgrade,BogdanoviÄ‡,Bogdan
2014,1,28,C. J. Wilcox,SG,Washington,Wilcox,C. J.
2014,1,29,Josh Huestis,SF/PF,Stanford,Huestis,Josh
2014,1,30,Kyle Anderson,SF,UCLA,Anderson,Kyle
2014,2,31,Damien Inglis,SF,Chorale Roanne,Inglis,Damien
2014,2,32,K. J. McDaniels,SF,Clemson,McDaniels,K. J.
2014,2,33,Joe Harris,SG,Virginia,Harris,Joe
2014,2,34,Cleanthony Early,SF,Wichita State,Early,Cleanthony
2014,2,35,Jarnell Stokes,PF,Tennessee,Stokes,Jarnell
2014,2,36,Johnny O'Bryant III,PF,Louisiana State,O'Bryant III,Johnny
2014,2,37,DeAndre Daniels,SF,Connecticut,Daniels,DeAndre
2014,2,38,Spencer Dinwiddie,PG/SG,Colorado,Dinwiddie,Spencer
2014,2,39,Jerami Grant,SF,Syracuse,Grant,Jerami
2014,2,40,Glenn Robinson III,SF,Michigan,Robinson III,Glenn
2014,2,41,Nikola JokiÄ‡,PF/C,Mega Vizura,JokiÄ‡,Nikola
2014,2,42,Nick Johnson,PG/SG,Arizona,Johnson,Nick
2014,2,43,Walter Tavares,C,CB Gran Canaria,Tavares,Walter
2014,2,44,Markel Brown,SG,Oklahoma State,Brown,Markel
2014,2,45,Dwight Powell,PF,Stanford,Powell,Dwight
2014,2,46,Jordan Clarkson,PG,Missouri,Clarkson,Jordan
2014,2,47,Russ Smith,PG/SG,Louisville,Smith,Russ
2014,2,48,Lamar Patterson,SG/SF,Pittsburgh,Patterson,Lamar
2014,2,49,Cameron Bairstow,PF/C,New Mexico,Bairstow,Cameron
2014,2,50,Alec Brown,C,Green Bay,Brown,Alec
2014,2,51,Thanasis Antetokounmpo,SF,Delaware 87ers,Antetokounmpo,Thanasis
2014,2,52,Vasilije MiciÄ‡,PG,Mega Vizura,MiciÄ‡,Vasilije
2014,2,53,Alessandro Gentile,SF,Olimpia Milano,Gentile,Alessandro
2014,2,54,Nemanja DangubiÄ‡,SG,Mega Vizura,DangubiÄ‡,Nemanja
2014,2,55,Semaj Christon,PG,Xavier,Christon,Semaj
2014,2,56,Devyn Marble,SG/SF,Iowa,Marble,Devyn
2014,2,57,Louis Labeyrie,PF/C,Paris-Levallois Basket,Labeyrie,Louis
2014,2,58,Jordan McRae,SG,Tennessee,McRae,Jordan
2014,2,59,Xavier Thames,PG/SG,San Diego State,Thames,Xavier
2014,2,60,Cory Jefferson,PF,Baylor,Jefferson,Cory
2015,1,1,Karl-Anthony Towns,C,Kentucky,Towns,Karl-Anthony
2015,1,2,D'Angelo Russell,PG,Ohio State,Russell,D'Angelo
2015,1,3,Jahlil Okafor,C,Duke,Okafor,Jahlil
2015,1,4,Kristaps PorziÅ†Ä£is,PF/C,Baloncesto Sevilla,PorziÅ†Ä£is,Kristaps
2015,1,5,Mario Hezonja,SG/SF,FC Barcelona,Hezonja,Mario
2015,1,6,Willie Cauley-Stein,C,Kentucky,Cauley-Stein,Willie
2015,1,7,Emmanuel Mudiay,PG,Guangdong Southern Tigers,Mudiay,Emmanuel
2015,1,8,Stanley Johnson,SF,Arizona,Johnson,Stanley
2015,1,9,Frank Kaminsky,C,Wisconsin,Kaminsky,Frank
2015,1,10,Justise Winslow,SF,Duke,Winslow,Justise
2015,1,11,Myles Turner,C,Texas,Turner,Myles
2015,1,12,Trey Lyles,PF,Kentucky,Lyles,Trey
2015,1,13,Devin Booker,SG,Kentucky,Booker,Devin
2015,1,14,Cameron Payne,PG,Murray State,Payne,Cameron
2015,1,15,Kelly Oubre Jr.,SG,Kansas,Oubre Jr.,Kelly
2015,1,16,Terry Rozier,PG,Louisville,Rozier,Terry
2015,1,17,Rashad Vaughn,SG,UNLV,Vaughn,Rashad
2015,1,18,Sam Dekker,SF,Wisconsin,Dekker,Sam
2015,1,19,Jerian Grant,PG,Notre Dame,Grant,Jerian
2015,1,20,Delon Wright,PG,Utah,Wright,Delon
2015,1,21,Justin Anderson,SF,Virginia,Anderson,Justin
2015,1,22,Bobby Portis,PF,Arkansas,Portis,Bobby
2015,1,23,Rondae Hollis-Jefferson,SF,Arizona,Hollis-Jefferson,Rondae
2015,1,24,Tyus Jones,PG,Duke,Jones,Tyus
2015,1,25,Jarell Martin,PF,LSU,Martin,Jarell
2015,1,26,Nikola Milutinov,C,Partizan Belgrade,Milutinov,Nikola
2015,1,27,Larry Nance Jr.,PF,Wyoming,Nance Jr.,Larry
2015,1,28,R. J. Hunter,SG,Georgia State,Hunter,R. J.
2015,1,29,Chris McCullough,PF,Syracuse,McCullough,Chris
2015,1,30,Kevon Looney,PF,UCLA,Looney,Kevon
2015,2,31,Cedi Osman,SG/SF,Anadolu Efes,Osman,Cedi
2015,2,32,Montrezl Harrell,PF,Louisville,Harrell,Montrezl
2015,2,33,Jordan Mickey,PF,LSU,Mickey,Jordan
2015,2,34,Anthony Brown,SF,Stanford,Brown,Anthony
2015,2,35,Willy HernangÃ³mez,C,Baloncesto Sevilla,HernangÃ³mez,Willy
2015,2,36,Rakeem Christmas,PF/C,Syracuse,Christmas,Rakeem
2015,2,37,Richaun Holmes,SF/PF,Bowling Green,Holmes,Richaun
2015,2,38,Darrun Hilliard,SG,Villanova,Hilliard,Darrun
2015,2,39,Juan Pablo Vaulet,SF,Estudiantes de BahÃ­a,Vaulet,Juan Pablo
2015,2,40,Josh Richardson,SG,Tennessee,Richardson,Josh
2015,2,41,Pat Connaughton,SF,Notre Dame,Connaughton,Pat
2015,2,42,Olivier Hanlan,PG,Boston College,Hanlan,Olivier
2015,2,43,Joseph Young,PG,Oregon,Young,Joseph
2015,2,44,Andrew Harrison,PG,Kentucky,Harrison,Andrew
2015,2,45,Marcus Thornton,PG,William & Mary,Thornton,Marcus
2015,2,46,Norman Powell,SG,UCLA,Powell,Norman
2015,2,47,ArtÅ«ras Gudaitis,C,Å½algiris Kaunas,Gudaitis,ArtÅ«ras
2015,2,48,Dakari Johnson,C,Kentucky,Johnson,Dakari
2015,2,49,Aaron White,PF,Iowa,White,Aaron
2015,2,50,Marcus Eriksson,SG,FC Barcelona,Eriksson,Marcus
2015,2,51,Tyler Harvey,PG,Eastern Washington,Harvey,Tyler
2015,2,52,Satnam Singh Bhamara,C,IMG Academy,Bhamara,Satnam Singh
2015,2,53,Sir'Dominic Pointer,SF,St. John's,Pointer,Sir'Dominic
2015,2,54,Dani DÃ­ez,SF,Gipuzkoa Basket,DÃ­ez,Dani
2015,2,55,Cady Lalanne,PF,Massachusetts,Lalanne,Cady
2015,2,56,Branden Dawson,SF,Michigan State,Dawson,Branden
2015,2,57,Nikola RadiÄeviÄ‡,PG,Baloncesto Sevilla,RadiÄeviÄ‡,Nikola
2015,2,58,J. P. Tokoto,SG/SF,North Carolina,Tokoto,J. P.
2015,2,59,Dimitrios Agravanis,PF,Olympiacos,Agravanis,Dimitrios
2015,2,60,Luka MitroviÄ‡,PF,Red Star Belgrade,MitroviÄ‡,Luka
2016,1,1,Ben Simmons,PF/PG,LSU,Simmons,Ben
2016,1,2,Brandon Ingram,SF,Duke,Ingram,Brandon
2016,1,3,Jaylen Brown,SF/SG,California,Brown,Jaylen
2016,1,4,Dragan Bender,PF/C,Maccabi FOX Tel Aviv,Bender,Dragan
2016,1,5,Kris Dunn,PG,Providence,Dunn,Kris
2016,1,6,Buddy Hield,SG,Oklahoma,Hield,Buddy
2016,1,7,Jamal Murray,SG/PG,Kentucky,Murray,Jamal
2016,1,8,Marquese Chriss,PF,Washington,Chriss,Marquese
2016,1,9,Poeltl,C,Utah,Poeltl,
2016,1,10,Thon Maker,PF,Orangeville Prep,Maker,Thon
2016,1,11,Domantas Sabonis,PF/C,Gonzaga,Sabonis,Domantas
2016,1,12,Taurean Prince,PF,Baylor,Prince,Taurean
2016,1,13,Georgios Papagiannis,C,Panathinaikos,Papagiannis,Georgios
2016,1,14,Denzel Valentine,SG/SF,Michigan State,Valentine,Denzel
2016,1,15,Juan HernangÃ³mez,SF/PF,Movistar Estudiantes,HernangÃ³mez,Juan
2016,1,16,Guerschon Yabusele,PF,Rouen MÃ©tropole,Yabusele,Guerschon
2016,1,17,Wade Baldwin IV,PG,Vanderbilt,Baldwin IV,Wade
2016,1,18,Henry Ellenson,PF,Marquette,Ellenson,Henry
2016,1,19,Malik Beasley,SG,Florida State,Beasley,Malik
2016,1,20,Caris LeVert,SG,Michigan,LeVert,Caris
2016,1,21,DeAndre' Bembry,SF,Saint Joseph's,Bembry,DeAndre'
2016,1,22,Malachi Richardson,SG,Syracuse,Richardson,Malachi
2016,1,23,Ante Å½iÅ¾iÄ‡,C,KK Cibona,Å½iÅ¾iÄ‡,Ante
2016,1,24,TimothÃ© Luwawu-Cabarrot,SG/SF,Mega Leks,Luwawu-Cabarrot,TimothÃ©
2016,1,25,Brice Johnson,PF,North Carolina,Johnson,Brice
2016,1,26,Furkan Korkmaz,SG/SF,Anadolu Efes,Korkmaz,Furkan
2016,1,27,Pascal Siakam,PF,New Mexico State,Siakam,Pascal
2016,1,28,Skal LabissiÃ¨re,PF/C,Kentucky,LabissiÃ¨re,Skal
2016,1,29,Dejounte Murray,PG/SG,Washington,Murray,Dejounte
2016,1,30,Damian Jones,C,Vanderbilt,Jones,Damian
2016,2,31,Deyonta Davis,PF/C,Michigan State,Davis,Deyonta
2016,2,32,Ivica Zubac,C,Mega Leks,Zubac,Ivica
2016,2,33,Cheick Diallo,PF/C,Kansas,Diallo,Cheick
2016,2,34,Tyler Ulis,PG,Kentucky,Ulis,Tyler
2016,2,35,Rade Zagorac,SG/SF,Mega Leks,Zagorac,Rade
2016,2,36,Malcolm Brogdon,PG/SG,Virginia,Brogdon,Malcolm
2016,2,37,Chinanu Onuaku,PF/C,Louisville,Onuaku,Chinanu
2016,2,38,Patrick McCaw,SG/SF,UNLV,McCaw,Patrick
2016,2,39,David Michineau,PG,Elan !,Michineau,David
2016,2,40,Diamond Stone,C,Maryland,Stone,Diamond
2016,2,41,Stephen Zimmerman,PF/C,UNLV,Zimmerman,Stephen
2016,2,42,Isaiah Whitehead,PG/SG,Seton Hall,Whitehead,Isaiah
2016,2,43,Zhou Qi,C,Xinjiang Flying Tigers,Qi,Zhou
2016,2,44,Isaia Cordinier,SG,ASC Denain-Voltaire,Cordinier,Isaia
2016,2,45,Demetrius Jackson,PG,Notre Dame,Jackson,Demetrius
2016,2,46,A. J. Hammons,C,Purdue,Hammons,A. J.
2016,2,47,Jake Layman,SF,Maryland,Layman,Jake
2016,2,48,Paul Zipser,SG/SF,FC Bayern Munich,Zipser,Paul
2016,2,49,Michael Gbinije,SF,Syracuse,Gbinije,Michael
2016,2,50,Georges Niang,PF,Iowa State,Niang,Georges
2016,2,51,Ben Bentil,PF,Providence,Bentil,Ben
2016,2,52,Joel Bolomboy,PF/C,Weber State,Bolomboy,Joel
2016,2,53,Petr Cornelie,PF,Le Mans Sarthe,Cornelie,Petr
2016,2,54,Kay Felder,PG,Oakland,Felder,Kay
2016,2,55,Marcus Paige,PG,North Carolina,Paige,Marcus
2016,2,56,Daniel Hamilton,SG/SF,Connecticut,Hamilton,Daniel
2016,2,57,Wang Zhelin,C,Fujian Sturgeons,Zhelin,Wang
2016,2,58,Abdel Nader,SF,Iowa State,Nader,Abdel
2016,2,59,Isaiah Cousins,PG/SG,Oklahoma,Cousins,Isaiah
2016,2,60,Tyrone Wallace,PG,California,Wallace,Tyrone
2017,1,1,Markelle Fultz,PG/SG,Washington,Fultz,Markelle
2017,1,2,Lonzo Ball,PG,UCLA,Ball,Lonzo
2017,1,3,Jayson Tatum,SF,Duke,Tatum,Jayson
2017,1,4,Josh Jackson,SF,Kansas,Jackson,Josh
2017,1,5,De'Aaron Fox,PG,Kentucky,Fox,De'Aaron
2017,1,6,Jonathan Isaac,SF/PF,Florida State,Isaac,Jonathan
2017,1,7,Lauri Markkanen,PF,Arizona,Markkanen,Lauri
2017,1,8,Frank Ntilikina,PG,SIG Strasbourg,Ntilikina,Frank
2017,1,9,Dennis Smith Jr.,PG,NC State,Smith Jr.,Dennis
2017,1,10,Zach Collins,C/PF,Gonzaga,Collins,Zach
2017,1,11,Malik Monk,SG,Kentucky,Monk,Malik
2017,1,12,Luke Kennard,SG,Duke,Kennard,Luke
2017,1,13,Donovan Mitchell,SG,Louisville,Mitchell,Donovan
2017,1,14,Bam Adebayo,PF/C,Kentucky,Adebayo,Bam
2017,1,15,Justin Jackson,SF,North Carolina,Jackson,Justin
2017,1,16,Justin Patton,C,Creighton,Patton,Justin
2017,1,17,D. J. Wilson,PF/SF,Michigan,Wilson,D. J.
2017,1,18,T. J. Leaf,PF,UCLA,Leaf,T. J.
2017,1,19,John Collins,PF,Wake Forest,Collins,John
2017,1,20,Harry Giles,PF/C,Duke,Giles,Harry
2017,1,21,Terrance Ferguson,SG,Adelaide 36ers,Ferguson,Terrance
2017,1,22,Jarrett Allen,C,Texas,Allen,Jarrett
2017,1,23,OG Anunoby,SF,Indiana,Anunoby,OG
2017,1,24,Tyler Lydon,PF,Syracuse,Lydon,Tyler
2017,1,25,AnÅ¾ejs PaseÄÅ†iks,C,Herbalife Gran Canaria,PaseÄÅ†iks,AnÅ¾ejs
2017,1,26,Caleb Swanigan,PF,Purdue,Swanigan,Caleb
2017,1,27,Kyle Kuzma,PF,Utah,Kuzma,Kyle
2017,1,28,Tony Bradley,PF/C,North Carolina,Bradley,Tony
2017,1,29,Derrick White,PG/SG,Colorado,White,Derrick
2017,1,30,Josh Hart,SG,Villanova,Hart,Josh
2017,2,31,Frank Jackson,PG,Duke,Jackson,Frank
2017,2,32,Davon Reed,SG,Miami,Reed,Davon
2017,2,33,Wes Iwundu,SF,Kansas State,Iwundu,Wes
2017,2,34,Frank Mason III,PG,Kansas,Mason III,Frank
2017,2,35,Ivan Rabb,PF,California,Rabb,Ivan
2017,2,36,Jonah Bolden,PF,FMP Beograd,Bolden,Jonah
2017,2,37,Semi Ojeleye,SF/PF,SMU,Ojeleye,Semi
2017,2,38,Jordan Bell,PF,Oregon,Bell,Jordan
2017,2,39,Jawun Evans,PG,Oklahoma State,Evans,Jawun
2017,2,40,Dwayne Bacon,SG,Florida State,Bacon,Dwayne
2017,2,41,Tyler Dorsey,SG,Oregon,Dorsey,Tyler
2017,2,42,Thomas Bryant,PF,Indiana,Bryant,Thomas
2017,2,43,Isaiah Hartenstein,PF/C,Å½algiris Kaunas,Hartenstein,Isaiah
2017,2,44,Damyean Dotson,SG,Houston,Dotson,Damyean
2017,2,45,Dillon Brooks,SF,Oregon,Brooks,Dillon
2017,2,46,Sterling Brown,SG,SMU,Brown,Sterling
2017,2,47,Ike Anigbogu,C,UCLA,Anigbogu,Ike
2017,2,48,Sindarius Thornwell,SG,South Carolina,Thornwell,Sindarius
2017,2,49,Vlatko ÄŒanÄar,SF,Mega Leks,ÄŒanÄar,Vlatko
2017,2,50,Mathias Lessort,PF/C,Nanterre 92,Lessort,Mathias
2017,2,51,MontÃ© Morris,PG,Iowa State,Morris,MontÃ©
2017,2,52,Edmond Sumner,PG,Xavier,Sumner,Edmond
2017,2,53,Kadeem Allen,SG,Arizona,Allen,Kadeem
2017,2,54,Alec Peters,SF,Valparaiso,Peters,Alec
2017,2,55,Nigel Williams-Goss,PG,Gonzaga,Williams-Goss,Nigel
2017,2,56,Jabari Bird,SG,California,Bird,Jabari
2017,2,57,Sasha Vezenkov,PF,FC Barcelona Lassa,Vezenkov,Sasha
2017,2,58,Ognjen Jaramaz,PG,Mega Leks,Jaramaz,Ognjen
2017,2,59,Jaron Blossomgame,SF,Clemson,Blossomgame,Jaron
2017,2,60,Alpha Kaba,PF/C,Mega Leks,Kaba,Alpha
2018,1,1,DeAndre Ayton,C,Arizona,Ayton,DeAndre
2018,1,2,Jaren Jackson Jr.,PF,Michigan St.,Jackson Jr.,Jaren
2018,1,3,Michael Porter,SF,Missouri,Porter,Michael
2018,1,4,Marvin Bagley,PF,Duke,Bagley,Marvin
2018,1,5,Luka Doncic,SG/SF,Slovenia,Doncic,Luka
2018,1,6,Wendell Carter,PF/C,Duke,Carter,Wendell
2018,1,7,Trae Young,PG,Oklahoma,Young,Trae
2018,1,8,Mohamed Bamba,C,Texas,Bamba,Mohamed
2018,1,9,Collin Sexton,PG,Alabama,Sexton,Collin
2018,1,10,Kevin Knox,SF/PF,Kentucky,Knox,Kevin
2018,1,11,Mikal Bridges,SG/SF,Villanova,Bridges,Mikal
2018,1,12,Miles Bridges,SF/PF,Michigan St.,Bridges,Miles
2018,1,13,Shai Gilgeous-Al...,PG,Kentucky,Gilgeous-Al...,Shai
2018,1,14,Robert Williams,PF/C,Texas A&M,Williams,Robert
2018,1,15,Gary Trent Jr.,SG,Duke,Trent Jr.,Gary
2018,1,16,Lonnie Walker,SG,Miami,Walker,Lonnie
2018,1,17,Dzanan Musa,SF,Bosnia & Herz,Musa,Dzanan
2018,1,18,Hamidou Diallo,SG,Kentucky,Diallo,Hamidou
2018,1,19,Khyri Thomas,PG/SG,Creighton,Thomas,Khyri
2018,1,20,Mitchell Robinson,C,USA,Robinson,Mitchell
2018,1,21,Trevon Duval,PG,Duke,Duval,Trevon
2018,1,22,Grayson Allen,SG,Duke,Allen,Grayson
2018,1,23,Chimezie Metu,PF/C,USC,Metu,Chimezie
2018,1,24,Landry Shamet,PG/SG,Wichita State,Shamet,Landry
2018,1,25,Brandon McCoy,C,UNLV,McCoy,Brandon
2018,1,26,Troy Brown,PG/SG,Oregon,Brown,Troy
2018,1,27,Omer Yurtseven,C,NC State,Yurtseven,Omer
2018,1,28,Austin Wiley,C,Auburn,Wiley,Austin
2018,1,29,Tony Carr,PG,Penn State,Carr,Tony
2018,1,30,Moritz Wagner,PF,Michigan,Wagner,Moritz
2018,2,31,Rodions Kurucs,SF,Latvia,Kurucs,Rodions
2018,2,32,Bruce Brown,SG,Miami,Brown,Bruce
2018,2,33,Kerwin Roach,PG/SG,Texas,Roach,Kerwin
2018,2,34,Isaac Bonga,SF,Germany,Bonga,Isaac
2018,2,35,Robert Franks,SF/PF,Washington State,Franks,Robert
2018,2,36,Chandler Hutchison,SG/SF,Boise State,Hutchison,Chandler
2018,2,37,Kenrich Williams,SF,TCU,Williams,Kenrich
2018,2,38,Keita Bates-Diop,SF,Ohio State,Bates-Diop,Keita
2018,2,39,Alize Johnson,PF,Missouri State,Johnson,Alize
2018,2,40,Aaron Holiday,PG,UCLA,Holiday,Aaron
2018,2,41,Sviatoslav Mykha,SG,Kansas,Mykha,Sviatoslav
2018,2,42,Jaylen Adams,PG/SG,St. Bonaventure,Adams,Jaylen
2018,2,43,Kevin Hervey,SF,Texas Arlington,Hervey,Kevin
2018,2,44,Allonzo Trier,SG,Arizona,Trier,Allonzo
2018,2,45,Keenan Evans,PG/SG,Texas Tech,Evans,Keenan
2018,2,46,Shake Milton,PG/SG,SMU,Milton,Shake
2018,2,47,Goga Bitadze,C,Rep. of Georgia,Bitadze,Goga
2018,2,48,Jalen Brunson,PG,Villanova,Brunson,Jalen
2018,2,49,Thomas Wilder,PG,Western Michigan,Wilder,Thomas
2018,2,50,Rawle Alkins,SG,Arizona,Alkins,Rawle
2018,2,51,Jalen Hudson,SG,Florida,Hudson,Jalen
2018,2,52,Devonte Graham,PG,Kansas,Graham,Devonte
2018,2,53,Arnoldas Kulboka,SF,Lithuania,Kulboka,Arnoldas
2018,2,54,Melvin Frazier,SG/SF,Tulane,Frazier,Melvin
2018,2,55,Joel Berry,PG,North Carolina,Berry,Joel
2018,2,56,Jacob Evans,SF,Cincinnati,Evans,Jacob
2018,2,57,Jevon Carter,PG,West Virginia,Carter,Jevon
2018,2,58,Borisa Simanic,SF/PF,Serbia,Simanic,Borisa
2018,2,59,Bonzie Colson,SF/PF,Notre Dame,Colson,Bonzie
2018,2,60,Kendall Stephens,SG/SF,Nevada,Stephens,Kendall
1992,1,1,Shaquille O'Neal,C,LSU,O'Neal,Shaquille
1992,1,2,Alonzo Mourning,C,Georgetown,Mourning,Alonzo
1992,1,3,Christian Laettner,PF,Duke,Laettner,Christian
1992,1,4,Jimmy Jackson,SG,Ohio State,Jackson,Jimmy
1992,1,5,LaPhonso Ellis,PF,Notre Dame,Ellis,LaPhonso
